character,degree_Marvel_characters
MURPHY_JABOA,42
MURPHY_MELISSA,34
MURPHY_SANDRA,22
MURPHY_SEAN,30
MURRAY,14
MURRAY_WILLIAM_T,24
MUSA,20
MUSCLEHEAD,48
MUSE,52
MUSENDA,44
MUSIC,28
MUSSOLINI_BENITO,52
MUSTANG,26
MUSTARD,82
MUTANT_143,40
MUTANT_MASTER,106
MUTAURUS,158
MUTHOS,10
MUTO_JUNZO,116
MUZ-KOTT_MAJ,24
MVP,176
MVP_II,252
MXYPTLK,58
MYCROFT,12
MYCROFT_SIMON,20
MYERS_ETHAN,20
MYERS_RICKY,12
MYLZOB_RYN_CHIEF,22
MYNX,32
MYRN,36
MYSTERIA,136
MYSTERIO,626
MYSTERIO_II,242
MYSTERIO_III,116
MYSTERIUM_II,98
MYSTI_Q,40
MYSTIC,62
MYSTIQUE,1768
N_ASTIRH,340
N_BAZA,44
N_DAMMEN_AZU,34
N_DELE,110
N_GABTHOTH,14
N_GAMI,34
N_GAMO,52
N_GASSI,54
N_IIX,60
N_LONGA,20
N_RILL_IREE,88
N_TAKA,26
N_TAKA_II,30
N_TUBA_JEROME,38
N_YAGA,20
N_YAMI,56
N2,26
NACHT_HERR,72
NADY_JO,18
NAGA,28
NAGALA,106
NAGAMI_AKIE,14
NAGAN_DR_ARTHUR,206
NAGASHA_MAJ,14
NAGAYOSHI_NORIKO,132
NAHREES,118
NAIAD,150
NAILS,74
NAILS_CAPT_MIKE_RUSTY,68
NAIP_SYNTHIA,22
NAJEEB_KARIM_MAHWASH,70
NAKH,30
NAKKA,66
NAKOTA,120
NAKURA,18
NALES_DET_REBECCA,192
NALLO,18
NAMELESS_ONE,60
NAMELESS_ONE_II,10
NAMORA,866
NAMORITA,2440
NAMORITA_DOPPELGANGER,244
NANABOZHO,16
NANNA,178
NANNY,104
NANNY_II,216
NANOTRON,126
NANTAKARN_ALEC,22
NAO,18
NAPIER_CARTER,58
NAPIER_RAMONA_DR,76
NAPOLEON,22
NARCISSUS,32
NARDI,54
NASH_JOHN,18
NASH_SABRINA,18
NASLAND_WILLIAM_II,20
NASON_EMIL,12
NATALIE_X_807128,132
NATCHIOS_CHRISTINA,32
NATCHIOS_HUGO,44
NATCHIOS_ORESTEZ,32
NATIVE,16
NAUDA,118
NAUTAK,40
NAUTILUS,40
NAVARRO,14
NAVY_SYMBIOTE,42
NAZE,98
NAZI_X,32
NEALE_WIL,16
NEBULA,438
NEBULO,94
NEBULON,80
NEBULON_IMPOSTER,30
NEBULOS,38
NECKER_DR_EVE,76
NECROBORG,28
NECRODAMUS,58
NECRODAMUS_IMPOSTER,30
NECROMANCER,276
NECROMANCER_II,64
NECROMANCER_III,40
NEDDA,62
NEDRA,36
NEEDLE,210
NEEDLE_II,14
NEFARIUS,116
NEFFETHESK,134
NEGA-MAN,60
NEGASONIC_TEENAGE_WARHEAD,142
NEGATOR,8
NEGUS,8
NEIFI,54
NEILS_AMY,18
NEIMUS,8
NEITH,16
NEKHBET,16
NEKOBAH_ROMAN,58
NEKRA,678
NELLA,38
NELSON_ANNA,32
NELSON_BILL,24
NELSON_CANDACE,188
NELSON_DEBBIE_HARRIS,204
NELSON_FRANKLIN,1804
NELSON_SACHET,28
NELVANNA,100
NEMEAN_LION,30
NEMESIS,14
NEMESIS_II,24
NEMESIS_III,188
NEMESIS_IV,52
NENORA,96
NEODYMNIUM,46
NEON,32
NEOPHYTE,260
NEOSAURUS,62
NEP-PERR_LT,26
NEPHRI,22
NEPHRUS,32
NEPTUNE,292
NEPTUNIA,8
NEPTUNIUM,72
NEPTUNUS,44
NERA,38
NEREEL,242
NERKKOD,286
NERON-ALAK,2
NESS_ELIOT,12
NESSUS,108
NESTOR,74
NETSHAPE,8
NETTLES,22
NETWORK,38
NETWORK_II,152
NETWORK_III,216
NETWORK_NINA,204
NEUMENON_VICTOR,22
NEUROTAP,30
NEUT,68
NEUTRINO_ANNIHILATOR,18
NEUTRON,478
NEUTRON_II,60
NEUTRON_BUM,46
NEVILLE_KATE,182
NEVILLE_KATE_LMD,34
NEVINS_TRAVIS,20
NEVZH_GEN,22
NEWELL_DIANE_ARLISS,292
NEWELL_LISA,14
NEWELL_TOMMY,14
NEWLAND_NORBERT,48
NEWTON_DEREK,62
NEWTON_ISAAC,46
NEWTON_MAXWELL,22
NEZARR,334
NGO_DINH_DIEM,12
NGUYEN_NGOC_LOG_GEN,28
NGUYEN_VAN_LEM,28
NGUYEN_VAN_THIEU,16
NGUYEN_SHA_SHAN,238
NHU_ABDAR,36
NIA,66
NICHOLS_ASHLEIGH,24
NICHOLS_LORNA,12
NICHOLS_TOM,62
NICIEZA_FABIAN,64
NICKEL,84
NICKEL_II,40
NICODEMUS,26
NICODEMUS_II,98
NICOLLE_DANIELLE,46
NIDHOGG,244
NIELS,352
NIGHT,78
NIGHT_COUNT,18
NIGHT_FLYER,36
NIGHT_MACHINE,46
NIGHT_NURSE,432
NIGHT_PHANTOM,6
NIGHT_PHANTOM_ROBOT,18
NIGHT_RAVEN,68
NIGHTR,418
NIGHTR2,22
NIGHT_RIDER_III,134
NIGHT_RIDER_V,336
NIGHT_TERROR,38
THRASH,1560
NIGHT_THRASHER_CLONE,108
NIGHT_THRASHER_II,384
NIGHT_WITCH,38
NIGHTCAT,66
CRAWLER,3806
NIGHTCREEPER,12
NIGHTEYES,8
NIGHTEYES_II,52
NIGHTGAUNT,18
NIGHTHAWK,1318
NIGHTHAWK_DUPLICATE,66
NIGHTHAWK_II,54
NIGHTHORSE,36
NIGHTHOWL,134
NIGHTINGALE,116
NIGHTINGALE_51,28
NIGHTMARE,1104
NIGHTSHADE,450
NIGHTSHADOW,26
NIGHTSIDE,366
NIGHTSTICK,64
NIGHTSTICK_II,38
NIGHTWATCH,368
NIGHTWIND,86
NIGHTWIND_II,36
NIKOLAEVICH_SASHA_ALEKSANDRA,180
NIKOS,30
NILES_CATHERINE,18
NILFFIM-RIDER,28
NILFFIM-RIDER_II,28
NILFFIM-RIDER_III,28
NIMITZ_ADMIRAL_CHESTER,46
NIMROD,12
NIMROD_II_811,230
NIMROD_III,36
NINA,102
NINA_II,38
NINE-TAILS,48
NINGAL,34
NINJA,52
NINJA_II,84
NINOTCHKA,26
NINTH_IMMORTAL,44
NIRA,20
NIRONUS,8
NIRVANA,48
NITAL_ADRI,30
NITAL_DR,16
NITAL_TAJ,64
NITRO,498
NITRO_IMPOSTER,118
NIXON_ELIZABETH,24
NIXON_KIDEN,54
NIXON_NICK,28
NIXON_RANDALL_STILTS,24
NIXON_RICHARD_MILHOUS,374
NIXON_RICHARD_MILHOUS_IMPOSTER,6
NIXON_TYLER,20
NJORD,60
NKIMA,14
NO-NAME,306
NOAH,88
NOBEL,16
NOBILUS,214
NOBSON_JANE,12
NOBURU-HIDEKI,22
NOCENTI_ANN,96
NOCTURNE,92
NOCTURNE_II,48
NOE,86
NOEL_CHRIS,16
NOIR,46
NOISE,40
NOLAN_LINDY,72
NOLAN_MARK,66
NOLEM,14
NOLES_TOM_TUBS,86
NOMAD_II,18
NOMAD3,930
NOMAD_IV,208
NONSTOP,328
NOOR_AHMED,64
NORD_ANDREAS,32
NORD_GINETTA_LUCIA_BARSALINI,22
NORDHOFF_ARTHUR,32
NORDHOFF_HOLLY,32
NORRELL_CAPT_NORTH,28
NORRIS,48
NORRIS_GREG,48
NORRISS_JACK,260
BNORRISS,70
NORTH_ARLO,152
NORTH_DAKOTA,346
NORTH_DR_JIM,16
NORTH_RICKY,10
NORTH_SAMUEL,26
NORTHRUP_LT_VICTOR,50
NORTHSTAR,1898
NORTHSTAR_DOPPELGANGER,194
NORTON_ARTHUR_NOSE,60
NOS-VERR_GEN,20
NOSFERATA,54
NOSFERATA_II,98
NOSFERATU,22
NOSIE,32
NOSTRADAMUS,62
NOVA,92
NOVA_II,78
NOVA_III,2598
NOVA_III_DOPPELGANGER,172
NOVA_III_DOPPELGANGER_II,238
NOVA_III_DOPPELGANGER_III,208
NOVA_IV,764
NOVAOMEGA,112
NOVA_CASSANDRA,134
NOVAKOWSKI_JAN,26
"NOVICK, HUGO",10
NOVOTNY_NIGEL,16
NOX,148
NOY,36
NUADA,292
NUAGE,54
NUBA,14
NUCLEAR_MAN,6
NUGENT,22
NUGENT_DR_ALICE,92
NUKE,244
NUKLO,282
NUL,246
NULL,56
NULLET,30
NULLITRON,20
NUMBER_1,38
NUMBER_1_II,34
NUMBER_1_V,34
NUMBER_1_VI,46
NUMBER_2,38
NUMBER_2_II,48
NUMBER_2_III,22
NUMBER_3,38
NUMBER_3_II,70
NUMBER_3_III,62
NUMBER_3_IV,62
NUMBER_4,38
NUMBER_4_II,44
NUMBER_4_III,46
NUMBER_5,34
NUMBER_5_II,62
NUMBER_6,38
NUMBER_6_II,12
NUMBER_6_III,170
NUMBER_7,48
NUMBER_7_II,182
NUMBER_8,38
NUMBER_8_II,50
NUMBER_8_III,34
NUMBER_9,86
NUMBER_9_III,82
NUMBER_9_IV,54
NUMBER_10,44
NUMBER_12,28
NUMBER_12_II,36
NUMBER_13,58
NUMBER_13_II,30
NUMBER_15,28
NUMBER_16,58
NUMBER_16_II,44
NUMBER_41,44
NUMBER_42,50
NUMBER_43,18
NUMBER_49,24
NUMBER_82,44
NUMBER_101,40
NUMBER_FIVE,52
NUMBER_FIVE_II,48
NUMBER_FOUR,52
NUMBER_FOUR_II,34
NUMBER_NINE,32
NUMBER_NINETEEN,16
NUMBER_ONE,52
NUMBER_ONE_II,22
NUMBER_ONE_III,34
NUMBER_ONE_FAN,34
NUMBER_SIX,34
NUMBER_SIXTEEN,22
NUMBER_THREE,52
NUMBER_THREE_II,34
NUMBER_TWENTY-THREE,16
NUMBER_TWO,52
NUMBER_TWO_II,34
NUMECET,8
NUMINUS,34
NUNEZ_LEON,36
NUNTOO,18
NUO,14
NURIL,18
NURO,298
NURSE_FESTER,16
NUT,106
NUTT,20
NUWA,50
NYAMI,40
NYBORN,170
NYKO,16
NYKONN,8
NYLES_JENNIFER,158
NYX,40
NZAGA,14
O,10
O_BREEN_GLORIANNA,90
OBRIEN_BRADY,20
OBRIEN_CONAN,60
OBRIEN,980
O_BRYAN_BOB,88
O_CONNELL_TARYN,44
O_CONNOR_A_C,32
O_DARE_SIR_JOHN,14
O_DAY_BUBBLES,42
O_DONNELL,116
O_DONNELL_EAMON,62
O_DONNELS_PATTY,72
O_GRADY_CHIEF,76
O_HARA_GERALD,18
O_HARA_ROBERT,82
O_HARA_ROSE,38
O_HARE_ARIEL,56
O_HARE_BLACKJACK,50
O_HARE_EMILY,20
O_HOOLIHAN_SERGIUS,32
O_KEEFE_CHANDRA,94
O_MEARA_KATHLEEN,98
O_NEIL_ALAN,168
O_NEIL_BRADY,128
O_NEIL_BRIDGET,114
O_REILLY_SEYMOUR,64
O_SHAUGNESSY_COLLEEN,6
O_SHEA_CONRAD,34
O_SHEA_GEN_MICKY,20
O_SHEA_JOHN,30
O_SULLIVAN_SOLOMON,80
O_TOOLE_PERCIVAL_ALOYSIUS_KNUCKLES,64
O_TOOLE_SGT,22
OAK,112
OAKLEY_ANNIE,58
OAKLEY_DR_CAL,88
OBAMA_BARACK_HUSSEIN,474
OBB,14
OBERLIN_RANDY,40
OBERON,124
OBERON_II,56
OBITUARY,56
OBLITERATOR,82
OBLITERATOR_II,28
OBLIVION,308
OBTU,18
OCAR,22
OCCULT,466
OCCULTIST,24
OCCULUS,38
OCEAN,62
OCELOT,90
OCELOT_II,62
OCHS,38
OCTAVIUS_MARY,62
OCTAVIUS_TORBERT,48
OCTO-BRAIN,14
OCULUS_LT,50
ODASHU_GENJI,70
ODD_JOHN,20
ODDBALL,346
ODDBRAND_OTTER,74
ODIN,1932
ODIN_FORCE,72
ODYSSEUS,82
OFFICER_ZERO,24
OFFSET,148
OGADA_DR,42
OGEODE,44
OGOR,18
OGOUN,38
OGRE,386
OGRE_II,52
OGRE_III,188
OGRESS,86
OGUN,160
OGUN_II,48
OGUN_III,34
OGUR,78
OH_LT_JAKE,84
OHNN_MRS,24
OHNN_WYATT,24
OHYAKU,32
OINK,54
OJANI,52
OJEEG,24
OKADA_CAPT,32
OKAMI,36
OKONOROTE,130
OKOYE,196
OLAFSON_ERIC,16
OLALLA,28
OLAR,40
OLD_LACE,276
OLD_MAN,96
OLD_MAN_COLE,18
OLD_ONE,46
OLD_ONE_II,24
OLD_SAM,22
OLD_SAM_II,62
OLD_WILLY,16
OLD_WOMAN,42
OLDAR,16
OLDDAN_MILES,28
OLIK,18
OLIVER_GEN_MARTIN,28
OLIVIER,90
OLLSEN_BO,18
OLSEN_JIMMY,140
OLSON_CHRIS,8
OLSON_JAKE,102
OLSON_JAKE_CONSTRUCT,140
OLSON_MRS,72
OLVIDO,34
OMAKA,60
OMAR,36
OMBU-DOKSI,32
OMEGA,70
OMEGA_II,100
OMEGA_V,40
OMEGA_RED,496
OMEGA_SENTINEL,384
OMEGA-20,80
OMEGATRON,24
OMEGEX,34
OMEN,38
OMEN_FILIUS,18
OMERTA,26
OMNIBUS,124
OMNIVORE,276
OMORO,114
ONE_ABOVE_ALL,338
ONE-EYE,18
ONE-EYED_ANDE,16
ONE-EYED_JACQUE,18
ONE-MAN_ATROCITY,42
ONEG,362
ONO_KOSEI,36
ONOFFON,20
ONSLAUGHT,58
ONSLAUGHT_II,442
ONYX,28
ONYXX,370
OOG,10
OOG_II,2
OOLA_UDONTA,40
OONUK_JACK,18
OORT_IMPOSTER,38
OORU,14
OOZE,62
OPAR,8
OPERATIVE,24
OPERATOR,36
OPHIS,60
OPSIDIAN,38
OPTOMAN,54
ORACK_CAPT,44
ORACLE,654
ORACLE_II,36
ORACLE_III,10
ORACLE_IV,56
ORACLE_OF_ANCIENT_KNOWLEDGE,16
ORANN,14
ORANGE_SYMBIOTE,52
ORATOR,24
ORB,108
ORB_II,156
ORBIT,42
ORBIT_II,56
ORBUS,38
ORCHID,54
ORD,94
ORDWAY_BLANE,8
ORELEM,30
ORGANIZER,30
ORIA,34
ORIFICE,54
ORIGIN,90
ORII_KENZO,34
ORII_SANO,50
ORIKAL,164
ORINI,64
ORIOLE,40
ORION,148
ORKA,594
ORKSA,14
ORLANDO,36
OROGO,2
ORPHAN,46
ORPHAN2,392
ORPHAN-MAKER,210
ORPINTON-SMYTHE_NIGEL,118
ORREK,30
ORRGO,150
ORTEGA_ARMENA,46
ORTEGA_CHAMAYRA,48
ORTEGA_DANTE,14
ORTEGA_ESTABAN,46
ORTEGA_ISMAEL_IZZY,74
ORTEGA_LALINE,32
ORTLINDA,336
ORWELL,52
ORZECHOWSKI_TOM,24
OSAKU,60
OSAMA,92
OSAV,38
OSBORN_ALTON,20
OSBORN_EMILY,74
HOSBORN,1040
OSBORN_LIZ_ALLAN,1132
OSBORN_NORMAN_AMBERSON,64
OSBORN_NORMIE,648
OSBORN_STANLEY,100
OSCAR,52
OSHIBA_RYOKO,18
OSHIMA,32
OSHTUR,96
OSHUN,34
OSIRIS,392
OSNICK_ZELDA,24
OSSILOT_SIR,114
OSTRANDER_JOHN,30
OSWALD,20
OSWALD_LEE_HARVEY,60
OTHER,138
OTHER_II,18
OTNY,104
OTOMO,78
OTTO,68
OUDVROU,36
OUIJA,48
OUTBACK,36
OUTCAST,20
OUTCAST_II,90
OUTLAW,66
OUTLAW_II,336
OUTLAW_KID,52
OUTRIDER,34
OUTRIDER_II,16
OVERBOSS_DIXON,62
OVERDRIVE,134
OVERFIELD,76
OVERHAWK,60
OVERKILL,56
OVERKILL_MIND,68
OVERKILLER,24
OVERKNIGHT,84
OVERLORD,26
OVERLORD_II,22
OVERMIND,306
OVERRIDE,108
OVERRIDER,44
OVERSIZE,34
OWAYODATA,86
OWENS_JAMES_CLEVELAND,18
OWENS_TRE,72
OWL,596
OWSLEY_JIM,44
OX,440
OX_II,12
OX_III,374
OX_IV,62
OXBOW,140
OXFORD_BLUE,38
OXNARD_PHIL,22
OXTON_PROFESSOR_HENRY,34
OYA,34
OYA_II,204
OYAKATA,18
OZ_DR_MALACHI,26
OZAWA_AZUMI,26
OZAWA_KENJI,26
OZONE,54
OZYMANDIAS,390
P,14
P_KAR,58
P_KRRD_CAPTAIN,32
P-JACK,46
PA_NELET,58
PACE_MICHAEL,28
PACI_CARLO,54
PACKARD_JEFF,14
PACKER_ARTIE,16
PADRE,38
PAGAN,78
KPAGE,884
PAGE_MRS,18
PAGLIACCI,46
PAI,34
PAIBOK_CAPT,336
PAIN,48
PAIN_II,142
PAIN_III,18
PAINE_DR_THADDEUS,36
PAINE_ERICH,30
PAINGLOSS,10
PAINT,90
PAINTER,66
PAKAI,18
PALADIN,1216
PALAMAS_KARA_LYNN,24
PALE_FLOWER,24
PALENTINE_CHARLES,10
PALERMO_HARRIET_ROSE,200
PALERMO_VICTOR,202
PALEY_LESTER,42
PALLAS,20
PALLETTE_PERRY,36
PALMER_ANDREW,28
PALMER_ANDREW_II,8
PALMER_CAMERON,32
PALMER_CHRISTINE,110
PALMER_SAM,14
PALMER_TOM,4
PALMETTO_JIM,24
PALMIOTTI_JIMMY,74
PALONE_SGT_QUENTIN,70
PAM,66
PAN,32
PANAYIOTOU_GEORGIOS_KYRIACOS,38
PANAYIOTOU_HELENE,48
PANDARA,58
PANDARUS,50
PANDEMIC,120
PANDEMONIA,54
PANDORA,12
PANDORA_II,20
PANG,62
PANNIX,50
PANOPTICHRON,24
PANTAGRUEL,14
PANTALONE,46
PANTHER_GOD,218
PANTHER_SIR,38
PANTHERUS,44
PAO_FU,58
PAP-TONN,20
PAPA_GRANITE,26
PAPA_HAGG,144
PAPA_JARANDA,36
PAPA_NEBO,34
PAPAHANAU-MOKU,54
PAPCIAK_MR,38
PAPCIAK_MRS,20
PAPER_DOLL,72
PAR_DARQON,26
PARADIGM,60
PARADISE,32
PARADOX,28
PARADOX_II,26
PARADY_CAPT_RONALD,18
PARAGON_II,32
PARALYZER,324
PARANOIA,36
PARANOIA_II,26
PARASITE,62
PARE_CLAUDE,64
PARE_MRS,124
PARE_SAMMY_LUC,142
PARETSKY_DR_GARY,198
PARETTI_TONY,54
PARFREY_LISA,82
PARHAM_TRAVIS,4
PARIAH,8
PARIS,50
PARIS_II,256
PARIS_GREEN,26
PARK_ARCHIE,54
PARKER_BEN,462
PARKER_BEN_PROTO-HUSK,40
PARKER_DR_WARREN,30
PARKER_HORACE,16
PARKER_LT_SPENCER,24
PARKER_MARY_FITZPATRICK,166
PARKER_MARY_FITZPATRICK_REPLICOID_DUPLICATE,260
PARKER_MAY,94
PARKER_MAY_REILLY,2258
PARKER_MAY_REILLY_IMPOSTER,166
PARKER_MAY_REILLY_PROTO-HUSK,40
PARKER_PETER_II,6
PARKER_RICHARD,168
PARKER_RICHARD_REPLICOID_DUPLICATE,254
PARKER_RICK,84
PARKS_JOE,50
PARKS_JUDITH,62
PARRINGTON_MALICIA,118
PARRINGTON_REGINALD,118
PARRISH_MAX,18
PARSONS_DR_DEREK,42
PARSUS,22
PARTRIDGE_STEVE,36
PARVENUE_RONALD,64
PASCAL_BLAISE,26
PASCAL_JIMMY,72
PASSING_CLOUD,14
PAST_MASTER,44
PATAKI_GEORGE,14
PATCH_II,154
PATCHWORK,18
PATHFINDER,62
PATHWAY,326
PATILIO_MARIE,18
PATRIARCH,60
PATRIC_GALE,36
PATRICK_KERRY,66
PATRILLO_ALPHONSO_FONZIE,8
PATRILLO_NICO,8
PATRIOT,264
PATRIOT_II,30
PATRIOT_III,948
PATROCLUS,68
PATRONUS_LORD,68
PATTERSON_JACK,24
PATTERSON_PAUL,66
PATTON_GEN_GEORGE_S,24
PATTON_JESS,12
PAUL,22
PAUL_II,36
PAULSEN_HANK,22
PAUNCHOLITO_VICTOR,26
PAVANE,18
PAVANE_II,12
PAVLISH_REGINALD,16
PAVLOV_STELLA,14
PAWLEY_AMIL,24
PAWN,42
PAXTON_TYLER,16
PAYBACK,70
PAYBACK_II,42
PAYDIRT,106
PAYGE_REEVA,26
PAYLOAD,30
PAYNE_EDWARD,28
PAYNE_MICHAEL,28
PAZZO_DR_CAMILLE,52
PAZUZU,36
PEACEKEEPER,24
PEACEMONGER,34
PEACOCK_PRINCE,28
PEANUT,82
PEARLA,30
PEARSON_AUBREY,26
PEARSON_MARCY,252
PECK_DALE,58
PECOS,102
PECOS_BILL,80
PEEL_EMMA,60
PEGAS,20
PEI_VICTOR,12
PELE,48
PELE_II,52
PELEUS,30
PELIALI,32
PELICAN,28
PELTINO_LT,128
PEMBRIDGE_SIR_ROBIN,30
PEMBROKE,72
PENANCE,178
PENANCE_II,102
PENANCE_III,166
PENG_LI,42
PENNER_FREDERICK,26
PENNINGTON_AUDRA,20
PENNSU,24
PENNY_PANZER,54
PENNYWORTH_J_C,76
PENROSE_LILY,24
PENROSE_MORGAN,24
PENTECOST_PROF_PAXTON,18
PENTIGAAR,62
PEOTOR,614
PEPPER,20
PEREGRINE_LE,512
PEREZ,76
PEREZ_DET_CECILIA,52
PEREZ_DONNA_MARIA,10
PEREZ_GEORGE,118
PEREZ_ISABELLA,18
PEREZ_ROXANNE,14
PEREZ_SAVANNAH,32
PERFECTION,52
PERI-PURR,38
PERRET_JOE,4
PERRIKUS,162
PERRIWINKLE_LT,86
PERRO,102
PERRY_ARTHUR,20
PERSEPHONE,132
PERSEPHONE_II,14
PERSEUS,56
PERSUADER,42
PERSUADER_II,10
PERSUASION,382
PERUN,212
PESTER,62
PESTILENCE,54
PEST2,70
PESTILENCE_V,32
PET,22
PETE_THE_PYGMY,16
PETER,156
PETERS_ADAM,40
PETERS_NIGEL,56
PETERS_SHANA,32
PETERSON_MIKE,126
PETERSON_NORMAN,50
PETRA,142
PETRIE_DR_SALIA,44
PETRIE_JUDGE_RICHARD,48
PETROVITCH_DMITRI,84
PETROVITCH_BEZUKHOV_IVAN,380
PETTIT_SOPHIE,8
PETTY_THERESA,30
PEYER_DANNY,16
PHAA,86
PHAE-DOR,88
PHAEDER,102
PHAEDRA,26
PHAGE,58
PHAGE_II,12
PHALANX,22
PHALKON_SETH,180
PHAN_BOI_CHAU,12
PHANTAZIA,196
PHANTAZM,60
PHANTO,50
PHANTOM,26
PHANTOM_II,30
PHANTOM_BULLET,34
PHANTOM_DETECTIVE,18
PHANTOM_EAGLE,112
PHANTOM_ENGINEER,16
PHANTOM_REPORTER,126
PHANTOM_RIDER_IV,32
PHANTOM_TORSO,44
PHANTOME,68
PHARAOH_KHAFRE,16
PHARAOH_RAMSES_II,44
PHAROID_PRINCE,130
PHASER,148
PHASTOS,322
PHAT,320
PHAY,78
PHELIX,48
PHEMOUS,34
PHIEND,48
PHILADELPHIA_FILLY,6
PHILBIN_REGIS,32
PHILIPS_PHILIP,12
PHILLIPS_GEN_RICHARD_CHESTER,288
PHILLIPS_HANDSOME_HARRY,52
PHILLIPS_SGT_MIKE_ICEMAN,136
PHILLIPS_SIR_GORDON,82
PHILOCTETES,50
PHIM_FATHER,48
PHINEAS,38
PHINN_MAC_MRAN,38
PHIT,48
PHLEGM,46
PHLOPP,46
PHOBIUS,184
PHOBOS,26
PHOBOS_II,490
PHOEBE,816
PHOENIX,1660
PHOENIX_III,36
PHOENIX_V,1224
PHOENIX_VI,1640
PHOENIX_VI_IMPOSTER,166
PHONE_RANGER,44
PHOP,46
PHORCYS,116
PHOSPHORUS,76
PHOSPHORUS_II,52
PHOTON,20
PHOTON_II,534
PHOTON_III,228
PHOUGH,78
PHRA,8
PHRAUG,64
PHREAK,26
PHUMM,78
PHYFFE_AUGUSTYNE,44
PHYRO,40
PHYSIQUE,256
PIANO_PLAYER,34
PICARO,54
PICARO_FELIPE,36
PICK_AXE,58
PICO,56
PIECEMEAL,142
PIECEMEAL_II,20
PIECEMEAL_III,124
PIEDRA_DURA,32
PIERCE,14
PIERCE_II,188
PIERCE_III,110
PIERCE_ALEXANDER_GOODWIN,526
PIERCE_CLARISSA,26
PIERCE_DOMINICUS,8
PIERCE_DR_RANDALL,32
PIERCE_HENRY,28
PIERCE_JUSTIN,118
PIERCE_LANCE,20
PIERCE_RICKY,28
PIERCE_SANDY,28
PIERS,236
PIERSO,28
PIERSON_FRED,10
PIG,66
PIGMAN_COL_NIGEL,48
PIGSKIN,28
PIKE,16
PIKE_CASTRO,22
PIKE_CHARLIE,36
PIKE_CISCO,18
PIKE_CRASSBO,22
PIKE_CRESCO,22
PIKE_CRISCO,22
PIKE_CRISTO,48
PIKE_FRISCO,24
PILAI,10
PILEDRIVER,28
PILEDRIVER_II,1314
PILGRIM,150
PILGRIMM,96
PILLI_NATU,6
PILLMAN_JIM,16
PINBALL_LIZARD,18
PINCUS_WALTER_LONESOME,64
PINI_RICHARD,36
PINI_WENDY,36
PINIUS,36
PINK_LADY,24
PINK_PEARL,192
PINKERTON_PERCIVAL,526
PINKERTON_RUDY,14
PINKWATER_ELLA,62
PINOCCHIO,18
PINOCCHIO_II,76
PINPOINT,76
PINTA,26
PIP,994
PIPELINE,312
PIPER,188
PIPER_II,116
PIPER_JANET_RUIZ,216
PIPER_JEFFREY,282
PIRANHA,62
PIRANHA_II,22
PIROUETTE,94
PISCES,162
PISCES_LMD,126
PISCES_II,86
PISCES_III,60
PISCES_IV,98
PISTON,48
PIT TIPPIT,10
PITBULL,18
PITHINS_ARTEMUS,112
PITIFUL ONE,40
PIXEL,46
PIXIE,262
PIXIE_II,42
PIXIE_III,948
PIXIE_KING,40
PLAGUE,100
PLAHT,24
PLAN_MASTER,18
PLANETFALL,8
PLANNER,52
PLANNER_II,14
PLANNER_III,84
PLANTMAN,832
PLASMA,70
PLASMA_WRAITH,48
PLASMER,16
PLATINUM,46
PLATOON,106
PLAZM,24
PLEXICO_DET,48
PLOKK,40
PLOTKA,54
PLUG-IN_MANIAC,42
PLUNDER_ADAM_KYLE_MATTHEW,268
PLUNDER_LADY_BLANCHE,18
PLUNDER_LORD_ROBERT,68
PLUNDERER,220
PLUNDERER_II,158
PLUTO,702
PLUTONIA,182
PLUTONIA_II,60
PLUTONIUM,32
PLUTONIUM_II,72
PN'ZO,102
PO,26
PO_KIM,24
POCK_DR_YOUNG_SOO,34
POCKETBOOK_BOB,20
POET,28
POGUE_BARTON,34
POIRIER_LT,24
POISON,190
POITIER_CLAUDE,76
POKERFACE,40
POLARIS,2326
POLARIS_DOPPELGANGER,172
POLARIS_DOPPELGANGER_II,64
POLESTAR,62
POLESTAR_II,38
POLIBOS,16
POLITUS,84
POLKA_DOCTOR,42
POLKOW_SGT_LEONARD,80
POLLACK_BRIG_GEN_JACOB,56
POLLACK_JACK,32
POLLACK_PHYLLIS,32
POLOMBO_CATHY,34
POLTERGEIST,68
POLYPHEMUS,38
POMEROY_SYLVIA,40
PONG_WU,40
PONYGIRL,38
POODLE,18
POPE_JOHN_PAUL_II,16
POPE_PAUL_VI,12
POPEYE,60
POPOVA_SASHENKA,38
POPPA_WHEELER,32
PORCAL,88
PORCUPINE,458
PORCUPINE_PROTO-HUSK,40
PORCUPINE_II,220
PORGA_SIR,274
PORLOCK,204
POROUS,82
PORTAL,260
PORTER_CHERYL,20
PORTER_DEREK,6
PORTER_EDNA,6
PORTER_JOHN,288
PORTER_KIM,22
PORTER-CLAYTON_JANE,56
POSER,24
POSITRON,86
POSITRON_II,26
POSSESSOR,138
POST,240
POSTERBOY,32
POSTMAN,14
POSTMORTEM,18
POTTER_BETSY_BEATTY,106
POTTER_HARRY,28
POTTER_JANE,22
POTTER_LI_LING,16
POTTRATZ,76
POTTS_VIRGINIA_PEPPER,1384
POULSEN_CHRISTIAN,20
POUNDCAKES,568
POWDER_MALCOLM,26
POWDERKEG,376
POWELL_AMY,106
CHRISPOWELL,62
POWELL_DOUG,302
POWELL_GEN_COLIN,50
POWELL_GRACE,256
POWELL_JASON,252
